VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchasRatio,UnsoldInventoryValue
17035,PERNOD RICARD USA          ,3727,Absolut Citron,1.47,1.99,50,25708,37790.76,25105.0,49958.95,15866.27,1306.1200000000001,123780.22,12168.189999999995,24.35637658517642,0.9765442663762253,1.3219884966589714,886.41
3960,DIAGEO NORTH AMERICA INC   ,3747,Gordons Vodka Traveler,5.18,6.99,750,7292,37772.56,8138.0,56884.62,31608.780000000002,6410.41,257032.07,19112.060000000005,33.597939126604,1.1160175534832693,1.5059773549899718,-4382.28
9165,ULTRA BEVERAGE COMPANY LLP ,5697,Metcalfe's Maple Liqueur,15.14,24.99,750,2493,37744.020000000004,2135.0,46268.649999999994,35240.78,1683.16,68054.7,8524.62999999999,18.424202997061705,0.8563979141596471,1.2258537908786609,5420.12
7245,PROXIMO SPIRITS INC.       ,5798,1800 Raspberry Margarita RTD,15.87,19.99,1750,2376,37707.12,1987.0,34839.13,25157.649999999998,3652.2200000000003,38994.78,-2867.9900000000052,-8.232094199826475,0.8362794612794613,0.9239403592743226,6173.429999999999
11567,CAMPARI AMERICA            ,4521,Appleton Estate Reserve Rum,16.66,22.99,750,2263,37701.58,2090.0,47460.1,36007.13,1647.8600000000001,20964.81,9758.519999999997,20.561524312001023,0.9235528060097216,1.2588358365882808,2882.18
4425,MARTIGNETTI COMPANIES,25716,Grgich Hills Chard Napa,25.8,44.99,750,1459,37642.200000000004,1240.0,53341.6,32592.45,137.63,144929.24,15699.399999999994,29.4318130689743,0.8498971898560658,1.4170691404859437,5650.2
9625,WESTERN SPIRITS BEVERAGE CO,2142,Bird Dog Apple Whiskey,10.38,13.99,750,3625,37627.5,3269.0,49927.31,41083.17,2578.1800000000003,1933.19,12299.809999999998,24.635434995396306,0.9017931034482759,1.326883529333599,3695.28
9744,FREDERICK WILDMAN & SONS   ,6455,Folonari Pinot Grigio Venez,6.09,14.99,1500,6176,37611.84,7588.0,92250.0,45099.15,1698.45,3999.93,54638.16,59.22835772357724,1.2286269430051813,2.4526851119222033,-8599.08
3252,E & J GALLO WINERY         ,3283,New Amsterdam Apple Vodka,10.39,12.99,750,3620,37611.8,1936.0,17568.64,6700.68,1524.91,61966.91,-20043.160000000003,-114.08486940366474,0.5348066298342542,0.4671044725325562,17496.760000000002
4425,MARTIGNETTI COMPANIES,39971,Ch Montelena Cab Svgn Napa,25.33,42.99,750,1483,37564.39,1628.0,84913.72,51825.090000000004,180.65,144929.24,47349.33,55.761695518698275,1.0977747808496292,2.2604844641427695,-3672.85
4950,LATITUDE BEVERAGE COMPANY  ,16877,Ninety+Cellars Lot 53 Cab Sv,6.16,8.99,750,6098,37563.68,5623.0,55220.770000000004,24535.06,626.65,1610.0,17657.090000000004,31.975450541526317,0.9221056083961955,1.4700575130019211,2926.0
9552,M S WALKER INC             ,19996,Inspired Red Blend CA,6.53,10.99,750,5749,37540.97,5928.0,36038.72,12334.970000000001,663.09,55551.82,-1502.25,-4.168433285088927,1.0311358497129937,0.9599837191207367,-1168.8700000000001
3664,WILLIAM GRANT & SONS INC   ,192,Milagro Anejo Tequila,27.68,35.99,750,1356,37534.08,1298.0,48275.020000000004,36572.170000000006,1023.32,30234.420000000002,10740.940000000002,22.249478094467907,0.9572271386430679,1.2861649999147442,1605.44
9819,TREASURY WINE ESTATES      ,25935,Gabbiano Chianti Clsc RSV,6.84,9.99,750,5487,37531.08,5425.0,54195.75,11258.73,608.9300000000001,14836.57,16664.67,30.74903474903475,0.9887005649717514,1.4440231935771632,424.08
1392,CONSTELLATION BRANDS INC   ,6958,Vendange Svgn Bl,5.33,9.99,1500,7037,37507.21,6970.0,56000.8,29144.82,1558.77,79528.99,18493.590000000004,33.02379608862731,0.9904788972573539,1.493067599536196,357.11
9165,ULTRA BEVERAGE COMPANY LLP ,13338,C'est La Vie Pnt Nr/Syrh VDP,9.33,13.99,750,4019,37497.27,3976.0,31792.24,11353.82,444.73,68054.7,-5705.029999999995,-17.944724876259098,0.989300821099776,0.8478547904954149,401.19
12546,JIM BEAM BRANDS COMPANY    ,5457,After Shock Hot & Cool Cinmn,1.54,1.99,50,24327,37463.58,22980.0,45730.2,15786.67,1193.78,123880.97,8266.619999999995,18.076938215883587,0.9446294240966827,1.2206575025664925,2074.38
12546,JIM BEAM BRANDS COMPANY    ,4303,Calico Jack Spiced Rum,5.83,7.99,750,6421,37434.43,6169.0,49704.31,39433.1,4864.02,123880.97,12269.879999999997,24.685746568054153,0.9607537766703006,1.3277699166248824,1469.16
17035,PERNOD RICARD USA          ,592,The Glenlivet Archive 21 Yr,127.99,164.99,750,292,37373.08,216.0,41727.840000000004,35748.15,170.41,123780.22,4354.760000000002,10.436102132293456,0.7397260273972602,1.1165213035693071,9727.24
12546,JIM BEAM BRANDS COMPANY    ,3231,Pinnacle Tropical Punch Vdka,7.74,10.99,750,4825,37345.5,4617.0,51156.83,40359.63,3640.1600000000003,123880.97,13811.330000000002,26.998017664503454,0.9568911917098446,1.3698258156939926,1609.92
12546,JIM BEAM BRANDS COMPANY    ,2270,Laphroaig Triple Wood,54.34,79.99,750,687,37331.58,664.0,51040.35999999999,44293.24,524.01,123880.97,13708.779999999992,26.858705542045534,0.9665211062590975,1.3672167103562183,1249.8200000000002
8112,MOET HENNESSY USA INC      ,19611,Veuve Clicquot Brut Yellow,61.28,94.99,1500,609,37319.520000000004,565.0,58693.35,45142.649999999994,125.45,48347.26,21373.829999999994,36.416101653764855,0.9277504105090312,1.5727252118998314,2696.32
4848,LAIRD & CO                 ,4522,Lairds Apple Jack,10.06,13.99,750,3708,37302.48,3570.0,54913.8,40250.8,2813.9300000000003,1043.69,17611.32,32.07084557979961,0.9627831715210357,1.472121960791883,1388.28
1128,BROWN-FORMAN CORP          ,30735,Sonoma-Cutrer Cutrer V Chard,19.07,28.99,750,1956,37300.92,1865.0,54078.35,28651.12,207.38,68601.68,16777.43,31.02430085237438,0.9534764826175869,1.4497859570219715,1735.3700000000001
9552,M S WALKER INC             ,4422,Jenkins Spiced Rum,8.57,12.49,1750,4338,37176.66,4673.0,47270.77,24943.48,8587.47,55551.82,10094.109999999993,21.353809129827997,1.0772245274319963,1.27151739828161,-2870.9500000000003
8892,TRINCHERO FAMILY ESTATES   ,12772,Joel Gott Chard,9.2,13.99,750,4035,37122.0,3810.0,53301.9,22677.79,425.07,11595.97,16179.900000000001,30.355203097825783,0.9442379182156134,1.4358574430256992,2070.0
4425,MARTIGNETTI COMPANIES,25505,B Doon Not Drinking Any Merl,6.62,9.99,750,5597,37052.14,5325.0,53196.75,23146.83,594.1800000000001,144929.24,16144.61,30.348865297222105,0.9514025370734321,1.435726789329847,1800.64
1392,CONSTELLATION BRANDS INC   ,23212,The Dreaming Tree Pnt Nr CA,7.99,14.99,750,4616,36881.84,4209.0,55686.91,33346.840000000004,467.18,79528.99,18805.070000000007,33.769282583644895,0.9118284228769498,1.5098734228010318,3251.9300000000003
3252,E & J GALLO WINERY         ,20446,Barefoot Bubbly Brut Cuvee,6.7,9.99,187,5503,36870.1,5189.0,51838.11,29630.34,150.8,61966.91,14968.010000000002,28.874528797442657,0.9429402144284935,1.405966080916515,2103.8
3252,E & J GALLO WINERY         ,21231,La Marca Prosecco,3.08,4.99,187,11966,36855.28,11174.0,55723.26,14337.75,316.21,61966.91,18867.980000000003,33.86015103926081,0.9338124686612067,1.511947813176294,2439.36
9165,ULTRA BEVERAGE COMPANY LLP ,13339,C'Est La Vie Chard/Svgn Bl,9.03,13.99,750,4069,36743.07,3902.0,31218.98,10768.56,436.77000000000004,68054.7,-5524.09,-17.69465241977797,0.9589579749324159,0.8496562753194004,1508.01
8004,SAZERAC CO INC             ,5202,Dr McGillicuddy's Vanilla,10.31,13.99,750,3562,36724.22,3379.0,47870.21,31417.84,2663.39,50293.62,11145.989999999998,23.283770846211034,0.9486243683323975,1.303505152730269,1886.73
10754,PERFECTA WINES             ,34870,Arca Nova Vinho Verde,5.84,8.99,750,6284,36698.56,5994.0,55080.06,27179.58,667.47,28720.52,18381.5,33.37233111220286,0.9538510502864418,1.5008779636040215,1693.6
8004,SAZERAC CO INC             ,5270,Southern Comfort,1.55,1.99,50,23638,36638.9,21997.0,23986.03,6530.8,1148.27,50293.62,-12652.870000000003,-52.75099714292028,0.9305778830696336,0.654660210868776,2543.55
4425,MARTIGNETTI COMPANIES,37678,Castle Rock Pnt Nr,6.53,10.99,750,5608,36620.24,5472.0,60086.28,28596.98,609.45,144929.24,23466.04,39.05390714818758,0.9757489300998573,1.6407942711462296,888.08
3252,E & J GALLO WINERY         ,46380,Ghost Pines Chard L Martini,9.03,16.99,750,4052,36589.56,4013.0,64598.869999999995,34234.009999999995,446.52000000000004,61966.91,28009.309999999998,43.358823459295806,0.9903751233958539,1.7655000497409643,352.16999999999996
516,BANFI PRODUCTS CORP        ,12586,C Y Toro Frontera Malbec,4.82,8.99,1500,7590,36583.8,6615.0,61745.35,35943.24,1477.48,8510.41,25161.549999999996,40.75051805520577,0.8715415019762845,1.68777847025186,4699.5
7154,PREMIER DISTRIBUTORS       ,8267,Gazdina Rakija Pear Brandy,18.45,23.99,750,1982,36567.9,2062.0,50089.38,30953.28,1625.04,432.37,13521.479999999996,26.994704266652924,1.0403632694248235,1.3697636451642012,-1476.0
2000,SOUTHERN WINE & SPIRITS NE ,41965,F Coppola Sofia Rose,9.73,15.99,750,3758,36565.340000000004,3487.0,53785.13,31042.91,387.5,19016.59,17219.789999999994,32.01589361223073,0.9278871740287387,1.4709320356381204,2636.83
4692,KOBRAND CORPORATION        ,19962,St Francis Merlot,9.86,17.99,750,3694,36422.84,3380.0,53711.2,30928.56,375.3,9139.38,17288.36,32.18762567211308,0.9149972929074174,1.474657110757975,3096.04
8352,LUXCO INC                  ,4882,Arrow Coffee Brandy,4.7,8.49,750,7749,36420.3,7501.0,52065.49,36968.39,5911.7,10261.6,15645.189999999995,30.04905936734677,0.9679958704348949,1.4295733423392996,1165.6000000000001
3960,DIAGEO NORTH AMERICA INC   ,4736,Capt Morgan Spiced Rum,2.14,2.99,100,17018,36418.52,16519.0,49391.810000000005,17330.04,1727.84,257032.07,12973.290000000008,26.266075286570807,0.9706781055353155,1.356227820350745,1067.8600000000001
10050,Russian Standard Vodka     ,3755,Russian Standard Original,12.02,16.99,750,3029,36408.58,3096.0,52601.04,35398.28,2440.03,732.6,16192.46,30.783535838835125,1.0221195113898978,1.4447429699263195,-805.3399999999999
9206,PHILLIPS PRODUCTS CO.      ,2729,Hell-Cat Maggie Irish Whisky,19.99,24.99,750,1821,36401.79,1388.0,25793.12,20923.789999999997,1094.46,2211.83,-10608.670000000002,-41.12984392737289,0.7622185612300933,0.7085673534186093,8655.67
4692,KOBRAND CORPORATION        ,20419,Spalletti Toscana Rosso Palz,12.82,19.49,750,2838,36383.16,2987.0,58216.63,32411.87,331.88,9139.38,21833.469999999994,37.50383696205018,1.0525017618040873,1.6000982322591,-1910.18
1392,CONSTELLATION BRANDS INC   ,24846,Franciscan Merlot Napa,12.25,18.99,750,2970,36382.5,2816.0,54372.84,31407.719999999998,312.52,79528.99,17990.339999999997,33.08699711105765,0.9481481481481482,1.4944778396206966,1886.5
4425,MARTIGNETTI COMPANIES,36524,Ch de Ribebon Brdx,10.13,14.99,750,3591,36376.83,2904.0,43530.96,26187.53,322.27,144929.24,7154.129999999997,16.43457897551535,0.808688387635756,1.1966672192161878,6959.31
1392,CONSTELLATION BRANDS INC   ,29996,Wild Horse CC Cab Svgn,10.12,16.99,750,3591,36340.92,3971.0,67812.29,38537.479999999996,441.13,79528.99,31471.369999999995,46.409537268244435,1.1058201058201058,1.8660036674910816,-3845.6
3924,HEAVEN HILL DISTILLERIES   ,1186,Evan Williams Single Barrel,17.98,24.99,750,2019,36301.62,1651.0,45279.49,34371.49,1301.65,14069.87,8977.869999999995,19.827674737502555,0.8177315502724121,1.247313205305989,6616.64
7239,REMY COINTREAU USA INC     ,4702,Metaxa Amphora,16.66,25.99,750,2177,36268.82,2062.0,49745.38,34663.7,1624.88,16978.67,13476.559999999998,27.091078608706976,0.9471750114836932,1.3715742613076465,1915.9
6213,MHW LTD                    ,8652,Grande Absente Absinthe,39.84,50.99,750,909,36214.56,848.0,45351.520000000004,40210.48,669.1800000000001,9621.58,9136.960000000006,20.14697633067206,0.9328932893289329,1.2523007320812405,2430.2400000000002
3664,WILLIAM GRANT & SONS INC   ,3870,Montelobos Mezcal,28.02,36.99,750,1292,36201.840000000004,1200.0,44599.0,36870.090000000004,946.4,30234.420000000002,8397.159999999996,18.82813515998116,0.9287925696594427,1.2319539559315216,2577.84
3252,E & J GALLO WINERY         ,24837,Wycliff Brut,3.42,4.99,750,10573,36159.659999999996,10201.0,50902.99,3458.07,1146.97,61966.91,14743.330000000002,28.963583475155392,0.9648160408587912,1.4077286678027394,1272.24
8664,"STOLI GROUP,(USA) LLC      ",3578,Stolichnaya Elit Vodka,36.49,49.99,750,990,36125.1,790.0,41912.1,32703.86,622.9200000000001,18544.49,5787.0,13.80746848762052,0.797979797979798,1.1601933281845587,7298.0
9165,ULTRA BEVERAGE COMPANY LLP ,515,Hirsch Selection Bourbon,25.36,35.99,750,1424,36112.64,1345.0,49256.55,39995.090000000004,1060.76,68054.7,13143.910000000003,26.68459321653669,0.9445224719101124,1.3639697900790417,2003.44
1128,BROWN-FORMAN CORP          ,2079,Jack Daniels Sngl Barrel Rye,39.99,49.99,750,903,36110.97,588.0,28011.120000000003,23816.0,463.86,68601.68,-8099.8499999999985,-28.916551712319954,0.6511627906976745,0.7756955850258246,12596.85
8112,MOET HENNESSY USA INC      ,5492,Grand Marnier Cuvee du Cent,115.38,149.99,750,312,35998.56,276.0,41397.240000000005,35997.600000000006,217.75,48347.26,5398.680000000008,13.041159265690194,0.8846153846153846,1.1499693321066178,4153.68
1587,VINEYARD BRANDS INC        ,27512,Warre's Late Bottled Vintage,14.09,23.99,750,2554,35985.86,2293.0,53876.07,41295.45,253.3,6070.09,17890.21,33.206226809045276,0.8978073610023493,1.4971455455003715,3677.49
2000,SOUTHERN WINE & SPIRITS NE ,15047,Zaccagnini Pnt Grigio,8.24,18.99,750,4365,35967.6,4080.0,66229.2,34108.17,453.99,19016.59,30261.6,45.692232429200416,0.9347079037800687,1.8413572214993494,2348.4
4425,MARTIGNETTI COMPANIES,3176,Smugglers Notch Vodka,20.89,27.99,750,1721,35951.69,1583.0,43873.17,32190.39,1247.66,144929.24,7921.479999999996,18.0554083509352,0.9198140615920977,1.2203367908434901,2882.82
9552,M S WALKER INC             ,8599,Jenkins Amaretto,4.44,7.99,750,8096,35946.24,7875.0,50879.25,34913.08,6205.59,55551.82,14933.010000000002,29.349901973790892,0.9727025691699605,1.4154262031300076,981.2400000000001
17031,FLAG HILL WINERY & VINEYARD,5627,Flag Hill Sugar Maple Liquer,13.38,16.99,375,2680,35858.4,2456.0,43822.439999999995,29912.26,962.98,1573.31,7964.039999999994,18.17342895557617,0.9164179104477612,1.2220969145304863,2997.1200000000003
8673,STE MICHELLE WINE ESTATES  ,42765,14 Hands Chard Wash,5.85,8.95,750,6129,35854.65,5704.0,56740.14,28037.48,635.2,15919.7,20885.489999999998,36.80902091535199,0.9306575297764725,1.5825043613589869,2486.25
3252,E & J GALLO WINERY         ,39254,Las Rocas Garnacha San Alej,6.9,10.99,750,5191,35817.9,5069.0,58506.31,32034.41,563.37,61966.91,22688.409999999996,38.77942396298792,0.9764977846272395,1.6334377503985436,841.8000000000001
4425,MARTIGNETTI COMPANIES,24933,Lancaster Est Cab Svgn,25.97,39.99,750,1379,35812.63,1379.0,55146.21,27073.23,153.56,144929.24,19333.58,35.0587646911728,1.0,1.5398536773199847,0.0
10754,PERFECTA WINES             ,37313,Salmon Run NY Rsl,6.75,11.99,750,5305,35808.75,5863.0,66621.37,39458.51,651.0500000000001,28720.52,30812.619999999995,46.250354803571284,1.1051837888784166,1.8604773972841833,-3766.5
12546,JIM BEAM BRANDS COMPANY    ,2661,Laphroaig Cask Strength 10Yr,47.99,65.99,750,746,35800.54,647.0,45758.53,35174.06,510.36,123880.97,9957.989999999998,21.76204086975696,0.8672922252010724,1.2781519496633291,4751.01
7239,REMY COINTREAU USA INC     ,758,Cointreau Liqueur,28.77,39.99,1000,1244,35789.88,1158.0,47782.42,30604.58,1215.9,16978.67,11992.54,25.098226502550524,0.9308681672025724,1.3350818723058027,2474.22
10754,PERFECTA WINES             ,35976,Zeller Schwarze Rsl Valcknbg,6.49,9.99,750,5512,35772.88,5137.0,51318.63,30799.170000000002,569.92,28720.52,15545.75,30.292605239072053,0.931966618287373,1.4345680303067576,2433.75
9165,ULTRA BEVERAGE COMPANY LLP ,15503,Opici Sangria,8.6,12.99,3000,4159,35767.4,4053.0,54893.47,38117.95,1823.8500000000001,68054.7,19126.07,34.84215882144087,0.9745131041115653,1.534734702550367,911.5999999999999
2242,DELICATO VINEYARDS INC     ,22387,Gnarly Head Authentic Black,6.62,9.99,750,5401,35754.619999999995,4606.0,45951.78,21355.7,513.47,7982.65,10197.160000000003,22.191001088532378,0.8528050361044252,1.2851983883481353,5262.9
9165,ULTRA BEVERAGE COMPANY LLP ,13968,Spellbound Chard,8.38,12.99,750,4264,35732.32,3876.0,51603.24,22645.02,432.40000000000003,68054.7,15870.919999999998,30.755665729516206,0.9090056285178236,1.4441614762209674,3251.4400000000005
10754,PERFECTA WINES             ,24310,Hi! Prosecco,6.53,15.99,750,5470,35719.1,5727.0,54289.73,20951.15,640.15,28720.52,18570.630000000005,34.20652488048845,1.0469835466179158,1.519907556461389,-1678.21
9815,WINE GROUP INC             ,24953,Chloe Prosecco,7.09,10.99,750,5037,35712.33,3849.0,43463.51,18229.91,429.62,27100.41,7751.18,17.833764461268775,0.764145324597975,1.2170449253801139,8422.92
1587,VINEYARD BRANDS INC        ,32796,Warre's Otima 10-Yr Tawny,12.9,19.99,500,2766,35681.4,2694.0,54869.06,38511.119999999995,208.48,6070.09,19187.659999999996,34.96990836001199,0.9739696312364425,1.5377496398683907,928.8000000000001
4425,MARTIGNETTI COMPANIES,26744,Santa Lucia Sangvs Monte Ant,6.42,11.99,750,5557,35675.94,5327.0,62094.25,32968.67,592.65,144929.24,26418.309999999998,42.545501395056704,0.9586107612020874,1.7405077483592581,1476.6
90024,VINILANDIA USA             ,23635,Tortoise Creek Rose le Charm,8.1,13.99,750,4404,35672.4,3878.0,51911.22,21454.11,432.94,2802.64,16238.82,31.28190784188852,0.8805631244323342,1.4552208430046758,4260.599999999999
1392,CONSTELLATION BRANDS INC   ,24456,Franciscan Est Chard Napa,8.21,14.99,750,4330,35549.299999999996,4540.0,70839.06,37970.17,504.82,79528.99,35289.76,49.81681010448191,1.048498845265589,1.9926991530072324,-1724.1000000000001
653,STATE WINE & SPIRITS   ,2085,Jesse James America's Outlaw,10.6,13.99,750,3352,35531.2,3308.0,46548.92,35714.63,2608.27,8014.9800000000005,11017.720000000001,23.669120572507378,0.986873508353222,1.310085783761877,466.4
1392,CONSTELLATION BRANDS INC   ,6216,Taylor Tawny Port,5.4,7.99,1500,6570,35478.0,6319.0,50488.81,30425.920000000002,1409.75,79528.99,15010.809999999998,29.73096414829345,0.9617960426179605,1.423101922318056,1355.4
480,BACARDI USA INC            ,5246,Bacardi Party Drinks Zombie,9.77,12.99,1750,3631,35474.869999999995,3507.0,51054.93,37809.24,6446.41,89286.27,15580.060000000005,30.516269437642958,0.9658496282015974,1.439185823654886,1211.48
1392,CONSTELLATION BRANDS INC   ,16261,The Dreaming Tree CC Chard,8.72,12.99,750,4068,35472.96,3735.0,47381.05,25090.24,415.56,79528.99,11908.090000000004,25.13260048057188,0.918141592920354,1.3356948503874502,2903.76
9165,ULTRA BEVERAGE COMPANY LLP ,24887,Novelty Hill Svgn Bl,6.8,9.99,750,5210,35428.0,4887.0,48821.13,22787.19,544.7,68054.7,13393.129999999997,27.433060234369826,0.9380038387715931,1.3780379925482669,2196.4
9165,ULTRA BEVERAGE COMPANY LLP ,2737,Teeling Irish Whiskey,27.77,34.99,750,1275,35406.75,1080.0,38668.200000000004,32355.980000000003,851.88,68054.7,3261.4500000000044,8.434450013189142,0.8470588235294118,1.0921137918617214,5415.15
9819,TREASURY WINE ESTATES      ,10254,Beringer Classic Chard,3.37,5.99,750,10491,35354.67,10046.0,54081.54,17615.38,1125.3,14836.57,18726.870000000003,34.62710196492186,0.9575826899246973,1.529685894395281,1499.65
2242,DELICATO VINEYARDS INC     ,24357,Bota Box Nighthawk Dark Red,12.24,21.99,3000,2885,35312.4,2571.0,46594.28999999999,31740.51,1156.95,7982.65,11281.889999999992,24.21303125340035,0.891161178509532,1.3194880551874126,3843.36
9165,ULTRA BEVERAGE COMPANY LLP ,6904,Westland Trinity 3 Pack,57.68,74.99,600,612,35300.159999999996,75.0,5624.25,4274.429999999999,47.25,68054.7,-29675.909999999996,-527.6420856114147,0.12254901960784313,0.15932647330776972,30974.16
1392,CONSTELLATION BRANDS INC   ,4334,Casa Noble Blanco Crystal,25.54,34.99,750,1380,35245.200000000004,1264.0,47147.36,38714.630000000005,997.1,79528.99,11902.159999999996,25.244594819306947,0.9159420289855073,1.337695913202365,2962.64
12546,JIM BEAM BRANDS COMPANY    ,4677,Courvoisier 12 Yr Cognac,34.61,44.99,750,1017,35198.37,953.0,44456.47,37439.0,751.84,123880.97,9258.099999999999,20.82509025120528,0.9370698131760079,1.2630263844604168,2215.04
10754,PERFECTA WINES             ,4513,Chauffe-Coeur Calvados VSOP,35.15,44.99,750,1001,35185.15,966.0,43816.340000000004,36733.9,762.09,28720.52,8631.190000000002,19.698564508126424,0.965034965034965,1.2453077505709085,1230.25
10754,PERFECTA WINES             ,1655,WhistlePig 15 Yr Old Rye,159.19,198.99,750,221,35180.99,101.0,20097.99,17909.100000000002,79.71000000000001,28720.52,-15082.999999999996,-75.04730572559741,0.45701357466063347,0.5712741454973269,19102.8
3664,WILLIAM GRANT & SONS INC   ,2994,Hudson Manhattan Rye,35.96,49.99,750,978,35168.88,890.0,44491.1,36742.65,702.07,30234.420000000002,9322.220000000001,20.952999588681784,0.9100204498977505,1.2650701415569674,3164.48
653,STATE WINE & SPIRITS   ,16758,Dolin Sweet Red Vermouth,8.55,12.99,750,4113,35166.15,3770.0,52742.3,36583.85,417.51,8014.9800000000005,17576.15,33.32458008088385,0.9166058837831267,1.4998030776755489,2932.65
10754,PERFECTA WINES             ,34393,Valckenberg Gewurz Pfalz,8.05,13.99,750,4367,35154.35,4178.0,50386.22,30618.66,463.72,28720.52,15231.870000000003,30.230229614366788,0.9567208610029768,1.4332854966739537,1521.45
9165,ULTRA BEVERAGE COMPANY LLP ,2715,Teeling Single Grain Whiskey,39.99,49.99,750,879,35151.21,602.0,26958.98,21555.260000000002,474.79,68054.7,-8192.23,-30.387759477547,0.6848691695108078,0.7669431578599997,11077.230000000001
8112,MOET HENNESSY USA INC      ,18806,Moet & Chandon Grand Vintage,36.42,54.99,750,965,35145.3,819.0,44046.810000000005,33521.78,90.51,48347.26,8901.510000000002,20.209204707446464,0.8487046632124352,1.2532773941323592,5317.320000000001
9165,ULTRA BEVERAGE COMPANY LLP ,2474,The Glenrothes Triple Pack,29.1,38.99,300,1207,35123.7,591.0,23043.09,18013.38,187.99,68054.7,-12080.609999999997,-52.426172010785,0.4896437448218724,0.656055313079203,17925.600000000002
480,BACARDI USA INC            ,40175,M & R Asti 4 Pak,8.21,11.99,187,4275,35097.75,3947.0,47324.53,26593.82,114.5,89286.27,12226.779999999999,25.83603048989604,0.9232748538011696,1.3483636415439735,2692.88
9165,ULTRA BEVERAGE COMPANY LLP ,2625,Nikka Coffey Grain Whisky,43.16,59.99,750,812,35045.92,715.0,44518.85,37487.98,564.01,68054.7,9472.93,21.27846968194372,0.8805418719211823,1.2703005085898729,4186.5199999999995
3252,E & J GALLO WINERY         ,8905,Livingston Cellars Red Rose,7.84,11.99,3000,4463,34989.92,4363.0,52312.37,36293.73,1963.3500000000001,61966.91,17322.450000000004,33.113487307113026,0.9775935469415191,1.4950697229373489,784.0
4692,KOBRAND CORPORATION        ,8496,Jadot Chardonnay,11.62,14.99,750,3011,34987.82,2935.0,45541.65,21720.989999999998,2311.36,9139.38,10553.830000000002,23.1740176300156,0.9747592162072402,1.3016429717541704,883.1199999999999
480,BACARDI USA INC            ,2624,Dewars 18 Yr Old Founders Rv,46.76,64.99,750,748,34976.48,605.0,40218.95,33929.899999999994,477.35,89286.27,5242.469999999994,13.03482562324475,0.8088235294117647,1.1498855802527868,6686.679999999999
4425,MARTIGNETTI COMPANIES,14004,Layer Cake Virgin Chard,8.9,12.99,750,3929,34968.1,3749.0,49477.51,29154.89,415.94,144929.24,14509.410000000003,29.325263134705047,0.9541868159837109,1.4149327529948725,1602.0
9552,M S WALKER INC             ,35294,Mionetto Prosecco Brut,3.44,4.99,187,10161,34953.840000000004,8988.0,46051.12,10557.2,253.58,55551.82,11097.279999999999,24.097741813879875,0.8845586064363744,1.3174838587119468,4035.12
9819,TREASURY WINE ESTATES      ,16837,Beringer Classic Pink Moscat,3.42,5.99,750,10219,34948.979999999996,9994.0,56873.06,28287.73,1113.77,14836.57,21924.08,38.54914787423079,0.9779821900381642,1.6273167342795127,769.5
653,STATE WINE & SPIRITS   ,16761,Dolin Dry White Vermouth,8.84,12.99,750,3949,34909.159999999996,3714.0,51958.86,34303.48,411.52,8014.9800000000005,17049.700000000004,32.81384541539211,0.9404912636110407,1.4884018979545772,2077.4
3924,HEAVEN HILL DISTILLERIES   ,6448,Dubonnet Rouge,6.03,9.49,750,5789,34907.67,5598.0,56430.520000000004,29517.850000000002,622.95,14069.87,21522.850000000006,38.140442441430636,0.9670063914320263,1.6165650700834517,1151.73
1128,BROWN-FORMAN CORP          ,2250,Jack Daniels Family 4 Pk/50m,9.69,12.99,50,3602,34903.38,2666.0,39637.340000000004,18785.3,137.14000000000001,68601.68,4733.960000000006,11.943182867467913,0.7401443642420877,1.1356304174552725,9069.84
9552,M S WALKER INC             ,22584,Cambria Katherines Chard,11.91,21.99,750,2930,34896.299999999996,2803.0,51145.969999999994,28850.229999999996,311.41,55551.82,16249.669999999998,31.771163984180962,0.956655290102389,1.4656559577949524,1512.57
9552,M S WALKER INC             ,47014,Juan Gil Jumilla Rd,8.16,13.99,750,4276,34892.16,4130.0,56586.7,26416.79,460.22,55551.82,21694.539999999994,38.33858486181381,0.9658559401309635,1.6217597305526512,1191.3600000000001
1590,DIAGEO CHATEAU ESTATE WINES,45460,New Harbor Svgn Bl Marlboro,6.53,9.99,750,5343,34889.79,5256.0,54883.44,26169.02,585.65,7259.75,19993.65,36.42929451943974,0.9837170129140932,1.573051600482548,568.11
2000,SOUTHERN WINE & SPIRITS NE ,12479,Geyser Peak Cab Svgn,7.94,15.99,750,4392,34872.48,4338.0,56859.62,29015.9,482.74,19016.59,21987.14,38.66916451428975,0.9877049180327869,1.6305011860355214,428.76000000000005
9819,TREASURY WINE ESTATES      ,33038,Beringer Fndrs Est Chard,10.8,15.99,1500,3227,34851.6,3294.0,59544.06,35011.63,735.1800000000001,14836.57,24692.46,41.46922463802435,1.0207623179423613,1.7085029094790483,-723.6
9165,ULTRA BEVERAGE COMPANY LLP ,2414,Brooklyn Gin,30.3,39.99,750,1150,34845.0,832.0,32163.68,25161.49,655.96,68054.7,-2681.3199999999997,-8.336483884928588,0.7234782608695652,0.9230500789209356,9635.4
