VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchasRatio,UnsoldInventoryValue
4425,MARTIGNETTI COMPANIES,11917,Ch de Beaucastel Pape Rouge,137.33,205.99,1500,3,411.99,3.0,617.97,205.99,0.68,144929.24,205.98000000000002,33.33171513180251,1.0,1.4999635913493046,0.0
1590,DIAGEO CHATEAU ESTATE WINES,18569,Sterling Rsv Platinum Red,22.87,45.99,750,18,411.65999999999997,17.0,781.83,597.87,1.8800000000000001,7259.75,370.1700000000001,47.34660987682745,0.9444444444444444,1.8992129427197204,22.87
6213,MHW LTD                    ,4077,Blue Chair Bay Coc Spced Rum,10.29,13.99,750,40,411.6,34.0,645.66,189.89999999999998,26.759999999999998,9621.58,234.05999999999995,36.25127776228974,0.85,1.5686588921282798,61.739999999999995
10754,PERFECTA WINES             ,21458,Ch Langoa Barton St Julien,45.63,67.99,750,9,410.67,23.0,1563.77,1019.8499999999999,2.56,28720.52,1153.1,73.73846537534293,2.5555555555555554,3.8078505856283633,-638.82
3951,HIGHLAND WINE MERCHANTS LLC,24854,Contramalini Valpo Clsco,11.4,16.99,750,36,410.40000000000003,,,,,29.43,,,,,
4425,MARTIGNETTI COMPANIES,14097,Bonny Doon Clos de Gilroy Rd,8.55,19.99,750,48,410.4,57.0,860.43,147.89,6.4,144929.24,450.03,52.302918308287715,1.1875,2.09656432748538,-76.95
8673,STE MICHELLE WINE ESTATES  ,10618,14 Hands Rsl Wash,6.84,9.99,750,60,410.4,52.0,531.48,401.61,5.75,15919.7,121.08000000000004,22.781666290359006,0.8666666666666667,1.295029239766082,54.72
1590,DIAGEO CHATEAU ESTATE WINES,18571,Sterling Vyd Aromatic White,6.5,9.95,750,63,409.5,263.0,2843.37,1717.38,29.17,7259.75,2433.87,85.59807552305891,4.174603174603175,6.9435164835164835,-1300.0
2000,SOUTHERN WINE & SPIRITS NE ,19969,Ch D'Issan 10 Brdx,81.81,125.99,750,5,409.05,44.0,5543.5599999999995,1385.8899999999999,4.93,19016.59,5134.509999999999,92.6211676251362,8.8,13.552279672411684,-3190.59
12546,JIM BEAM BRANDS COMPANY    ,3075,Pinnacle Whipped Vodka,11.36,14.99,1000,36,408.96,5.0,74.95,74.95,5.25,123880.97,-334.01,-445.6437625083389,0.1388888888888889,0.18326975743348983,352.15999999999997
2000,SOUTHERN WINE & SPIRITS NE ,23032,Zenato Cresasso,51.01,74.99,750,8,408.08,43.0,2149.57,1349.73,4.76,19016.59,1741.4900000000002,81.0157380313272,5.375,5.267521074299157,-1785.35
1587,VINEYARD BRANDS INC        ,23525,La Vieille Ferme Red B/B,17.0,24.99,3000,24,408.0,20.0,499.79999999999995,374.84999999999997,9.0,6070.09,91.79999999999995,18.3673469387755,0.8333333333333334,1.2249999999999999,68.0
6785,PALM BAY INTERNATIONAL INC ,25204,Ch Rollan de By Medoc,17.0,24.99,750,24,408.0,207.0,5172.929999999999,3573.5699999999997,22.91,13605.41,4764.929999999999,92.11278714384305,8.625,12.678749999999999,-3111.0
9165,ULTRA BEVERAGE COMPANY LLP ,21114,Wicked Juicy Grenache,6.8,9.99,750,60,408.0,34.0,339.65999999999997,109.89,3.8000000000000003,68054.7,-68.34000000000003,-20.12012012012013,0.5666666666666667,0.8324999999999999,176.79999999999998
9165,ULTRA BEVERAGE COMPANY LLP ,21427,Verde Sole Chard,6.8,14.99,750,60,408.0,84.0,923.16,409.65000000000003,9.370000000000001,68054.7,515.16,55.803977642012214,1.4,2.2626470588235295,-163.2
6213,MHW LTD                    ,3955,Wyborowa Vodka,13.59,16.99,1750,30,407.70000000000005,19.0,418.81,142.92999999999998,34.91,9621.58,11.109999999999957,2.6527542322294018,0.6333333333333333,1.027250429237184,149.49
8892,TRINCHERO FAMILY ESTATES   ,26457,Luxury Edition Pnt Nr Rose S,8.49,12.99,750,48,407.52,48.0,623.52,337.74,5.3500000000000005,11595.97,216.0,34.64203233256351,1.0,1.530035335689046,0.0
10754,PERFECTA WINES             ,20353,Quinta da Cosaboa TintaBoa,8.49,12.99,750,48,407.52,5.0,64.95,51.96,0.55,28720.52,-342.57,-527.4364896073903,0.10416666666666667,0.1593786808009423,365.07
1128,BROWN-FORMAN CORP          ,395,Woodford Rsv Mt Washington,33.82,45.99,1000,12,405.84,12.0,551.88,183.96,12.6,68601.68,146.04000000000002,26.462274407479892,1.0,1.359846244825547,0.0
1590,DIAGEO CHATEAU ESTATE WINES,43499,Sterling Vntrs Cltn Chard,4.83,7.49,750,84,405.72,84.0,629.16,29.96,9.45,7259.75,223.43999999999994,35.51401869158878,1.0,1.5507246376811592,0.0
9552,M S WALKER INC             ,688,Thatchers Organic Cucumber,7.51,9.99,750,54,405.54,54.0,539.46,439.56,42.59,55551.82,133.92000000000002,24.824824824824827,1.0,1.3302263648468708,0.0
1650,Circa Wines                ,26093,Pietro Rinaldi Argante Nebbi,16.88,25.99,750,24,405.12,24.0,623.76,51.98,2.7,211.97,218.64,35.05194305502116,1.0,1.539691943127962,0.0
90024,VINILANDIA USA             ,12625,Tiamo Pnt Grigio,8.44,12.99,750,48,405.12,48.0,635.52,52.96,5.4,2802.64,230.39999999999998,36.25377643504532,1.0,1.5687203791469193,0.0
8673,STE MICHELLE WINE ESTATES  ,19547,Ch Ste Michelle Chard Mimi,6.75,9.99,750,60,405.0,65.0,649.35,159.84,7.300000000000001,15919.7,244.35000000000002,37.62993762993763,1.0833333333333333,1.6033333333333335,-33.75
1128,BROWN-FORMAN CORP          ,1550,Jack Daniels Tennessee Fire,2.91,3.99,100,139,404.49,2610.0,10413.9,5111.1900000000005,271.34,68601.68,10009.41,96.11586437357762,18.776978417266186,25.74575391233405,-7190.610000000001
4425,MARTIGNETTI COMPANIES,18972,Schug Pnt Nr Carneros,7.09,10.99,375,57,404.13,586.0,6440.14,2176.02,33.26,144929.24,6036.01,93.72482585782296,10.280701754385966,15.935812733526342,-3750.61
4425,MARTIGNETTI COMPANIES,16381,Merryvale Signature 07 Cab S,44.82,64.99,750,9,403.38,,,,,144929.24,,,,,
1587,VINEYARD BRANDS INC        ,19786,Warre's Vintage Port 2011,50.33,74.99,750,8,402.64,41.0,3074.5899999999997,2174.71,4.54,6070.09,2671.95,86.90427016285098,5.125,7.636076892509437,-1660.8899999999999
7153,PINE STATE TRADING CO      ,22093,Trione Family Vyds Svgn Bl,16.77,24.99,750,24,402.48,,,,,15884.82,,,,,
9552,M S WALKER INC             ,21169,Honoro Vera Organic Jumilla,5.59,8.49,750,72,402.48,107.0,908.4300000000001,416.01,11.91,55551.82,505.95000000000005,55.69499025791751,1.4861111111111112,2.2570810971973763,-195.65
10754,PERFECTA WINES             ,506,Robert Sinskey Pnt Gris,16.77,24.99,375,24,402.48,23.0,574.77,299.88,1.31,28720.52,172.28999999999996,29.97546844824886,0.9583333333333334,1.4280709600477042,16.77
9165,ULTRA BEVERAGE COMPANY LLP ,21997,Magnolia Court Merlot Paso R,8.38,12.99,750,48,402.24,30.0,209.7,90.87,3.33,68054.7,-192.54000000000002,-91.81688125894136,0.625,0.5213305489260143,150.84
4425,MARTIGNETTI COMPANIES,1997,Charles Goodnight Bourbon,30.93,42.99,750,13,402.09000000000003,69.0,2951.31,2263.4700000000003,54.42,144929.24,2549.22,86.3758805411834,5.3076923076923075,7.339923897634857,-1732.08
7153,PINE STATE TRADING CO      ,20885,Rentas De Fincas Rioja,6.7,19.99,750,60,402.0,75.0,899.25,319.72,8.38,15884.82,497.25,55.29608006672226,1.25,2.236940298507463,-100.5
12331,STELLAR IMPORTING CO LLC   ,17463,Zacharias Chard,6.7,9.99,750,60,402.0,39.0,389.61,29.97,4.38,119.23,-12.389999999999986,-3.1801031801031763,0.65,0.969179104477612,140.70000000000002
17035,PERNOD RICARD USA          ,37722,Jacobs Crk Shirz Rsv,6.7,12.99,750,60,402.0,50.0,550.5,174.84,5.59,123780.22,148.5,26.975476839237057,0.8333333333333334,1.3694029850746268,67.0
4425,MARTIGNETTI COMPANIES,19699,Seratina Primitivo,6.8,9.99,750,59,401.2,136.0,1436.64,917.13,15.1,144929.24,1035.44,72.07372758659093,2.305084745762712,3.58085742771685,-523.6
2000,SOUTHERN WINE & SPIRITS NE ,23335,Ch Leoville Las Cases 11 Jul,133.33,199.99,750,3,399.99,10.0,1999.9,799.96,1.12,19016.59,1599.91,79.99949997499876,3.3333333333333335,4.999874996874922,-933.3100000000001
7153,PINE STATE TRADING CO      ,6520,LeCompte Calvados 5 Yr Old,39.99,55.99,750,10,399.9,36.0,2015.64,1735.69,28.41,15884.82,1615.7400000000002,80.16014764541288,3.6,5.0403600900225065,-1039.74
1392,CONSTELLATION BRANDS INC   ,25919,Hogue Clrs Merlot Wash,5.88,9.99,750,68,399.84000000000003,61.0,632.39,106.9,6.8500000000000005,79528.99,232.54999999999995,36.773193757017026,0.8970588235294118,1.5816076430572228,41.16
3252,E & J GALLO WINERY         ,7300,New Amsterdam Coconut Vodka,11.1,14.99,1750,36,399.6,38.0,569.62,59.96,69.82,61966.91,170.01999999999998,29.84796882131947,1.0555555555555556,1.4254754754754755,-22.2
4425,MARTIGNETTI COMPANIES,23894,Lindemans Bin 45 Cab Svgn,6.66,9.99,750,60,399.6,39.0,389.61,59.94,4.38,144929.24,-9.990000000000009,-2.5641025641025665,0.65,0.975,139.86
9744,FREDERICK WILDMAN & SONS   ,24030,Hugel Alsace Pnt Gr Classic,11.1,16.99,750,36,399.59999999999997,5.0,90.94999999999999,90.94999999999999,0.55,3999.93,-308.65,-339.3622869708631,0.1388888888888889,0.2276026026026026,344.09999999999997
9744,FREDERICK WILDMAN & SONS   ,25628,Marchesi Barolo Gavi de Gavi,11.1,18.99,750,36,399.59999999999997,19.0,296.81,232.85,2.09,3999.93,-102.78999999999996,-34.63158249385127,0.5277777777777778,0.7427677677677679,188.7
10754,PERFECTA WINES             ,43490,Ken Forrester Petit Pinotage,9.08,13.99,750,44,399.52,33.0,461.67,349.75,3.64,28720.52,62.150000000000034,13.46199666428402,0.75,1.1555616740088106,99.88
4425,MARTIGNETTI COMPANIES,41532,Yellow Tail Shiraz/Grenache,6.24,14.99,1500,64,399.35999999999996,89.0,849.95,391.55,19.91,144929.24,450.5900000000001,53.013706688628744,1.390625,2.128280248397436,-156.0
9165,ULTRA BEVERAGE COMPANY LLP ,6461,Blood Orange Liqueur,11.41,14.49,750,35,399.35,218.0,3158.82,1449.0,171.7,68054.7,2759.4700000000003,87.35762088374773,6.228571428571429,7.909903593339176,-2088.03
3252,E & J GALLO WINERY         ,7328,New Amsterdam Citron Vodka,6.76,8.99,750,59,398.84000000000003,38.0,493.62,285.78000000000003,29.91,61966.91,94.77999999999997,19.201004821522623,0.6440677966101694,1.2376391535452813,141.96
9552,M S WALKER INC             ,21761,Ch Riotor Rose Cotes de Prov,11.03,16.99,750,36,397.08000000000004,22.0,373.78,288.83,2.42,55551.82,-23.300000000000068,-6.233613355449749,0.6111111111111112,0.9413216480306233,154.42
10754,PERFECTA WINES             ,26458,Groppello CaMaiol Red,11.03,15.99,750,36,397.08,4.0,63.96,31.98,0.45,28720.52,-333.12,-520.8255159474672,0.1111111111111111,0.1610758537322454,352.96
9165,ULTRA BEVERAGE COMPANY LLP ,4065,Pink Pigeon Rum,20.89,27.99,750,19,396.91,61.0,1707.3899999999999,1119.6,48.06,68054.7,1310.4799999999998,76.753407247319,3.210526315789474,4.301705676349802,-877.38
8892,TRINCHERO FAMILY ESTATES   ,43385,Three Thieves Bnd Pnt Grigio,5.15,9.99,1000,77,396.55,71.0,567.29,263.67,10.65,11595.97,170.73999999999995,30.097481006187305,0.922077922077922,1.4305636111461353,30.900000000000002
12546,JIM BEAM BRANDS COMPANY    ,5083,DK Burst Blustery Pmnt Trav,8.26,10.99,750,48,396.48,40.0,439.6,395.64,31.560000000000002,123880.97,43.120000000000005,9.80891719745223,0.8333333333333334,1.1087570621468927,66.08
90010,VINEXTRA INC               ,22632,Buil & Gine Montsant 17X1,7.48,20.99,750,53,396.44,171.0,2077.29,1108.1499999999999,19.09,524.94,1680.85,80.9155197396608,3.2264150943396226,5.239859751790939,-882.6400000000001
3252,E & J GALLO WINERY         ,14923,Five Oaks Pnt Nr Cal,2.54,3.79,750,156,396.24,171.0,648.0899999999999,98.54,19.200000000000003,61966.91,251.8499999999999,38.86034347081423,1.0961538461538463,1.6355996365838883,-38.1
660,SAZERAC NORTH AMERICA INC. ,108,Mr Boston Peppermint Schnaps,4.77,6.49,1000,83,395.91,58.0,376.42,318.01,60.900000000000006,17932.33,-19.49000000000001,-5.177727007066577,0.6987951807228916,0.9507716400191962,119.24999999999999
516,BANFI PRODUCTS CORP        ,8364,Bolla Valpolicella,6.49,9.99,750,61,395.89,61.0,609.39,49.95,6.86,8510.41,213.5,35.03503503503504,1.0,1.539291217257319,0.0
1590,DIAGEO CHATEAU ESTATE WINES,17938,Stark Raving White,6.7,9.99,750,59,395.3,140.0,1604.6,919.2,15.56,7259.75,1209.3,75.36457684158046,2.3728813559322033,4.059195547685302,-542.7
9552,M S WALKER INC             ,21860,Le Grande Courtage Brut,10.96,19.49,750,36,394.56000000000006,21.0,419.78999999999996,219.89,2.35,55551.82,25.229999999999905,6.010147931108389,0.5833333333333334,1.0639446472019463,164.4
90024,VINILANDIA USA             ,21158,Huber Gruner Veltliner Trais,10.96,16.99,750,36,394.56000000000006,28.0,475.71999999999997,237.85999999999999,3.12,2802.64,81.15999999999991,17.06045573026148,0.7777777777777778,1.2056974858069747,87.68
10754,PERFECTA WINES             ,25161,Baron La Rose Bordeaux Blanc,7.89,11.99,750,50,394.5,188.0,1976.1200000000001,1502.57,20.77,28720.52,1581.6200000000001,80.03663745116694,3.76,5.009176172370089,-1088.82
90011,FORTUNE WINE BROKERS LLC   ,21376,Tullia Prosecco,9.86,14.99,750,40,394.4,31.0,463.69,88.94,3.48,238.60999999999999,69.29000000000002,14.943173240742741,0.775,1.175684584178499,88.74
1590,DIAGEO CHATEAU ESTATE WINES,25800,Acacia Winery Chard Carneros,16.43,23.99,750,24,394.32,12.0,287.88,119.94999999999999,1.34,7259.75,-106.44,-36.973739057940804,0.5,0.7300669506999391,197.16
3960,DIAGEO NORTH AMERICA INC   ,327,Capt Morgan Spiced Rum 100,16.42,22.99,1000,24,394.08,10.0,237.89999999999998,237.89999999999998,10.5,257032.07,-156.18,-65.64943253467844,0.4166666666666667,0.6036845310596832,229.88000000000002
6213,MHW LTD                    ,5517,Tippy Cow Shamrock Mint,11.59,15.99,750,34,394.06000000000006,166.0,3089.3399999999997,2004.9299999999998,130.85,9621.58,2695.2799999999997,87.24452472049046,4.882352941176471,7.839770593310662,-1529.8799999999999
1392,CONSTELLATION BRANDS INC   ,8274,Paul Masson Ruby Burgundy Ca,2.97,4.49,1000,132,392.04,124.0,668.76,70.37,18.6,79528.99,276.71999999999997,41.37807285124708,0.9393939393939394,1.7058463422099786,23.76
90024,VINILANDIA USA             ,18845,Lamiable Brut Grand Cru,32.67,49.99,750,12,392.04,,,,,2802.64,,,,,
9552,M S WALKER INC             ,24207,Calista Pnt Nr The Coast Ran,16.33,24.99,750,24,391.92,8.0,199.92,149.94,0.89,55551.82,-192.00000000000003,-96.03841536614648,0.3333333333333333,0.5101041028781383,261.28
17037,Dunn Wine Brokers          ,45840,White Oak Merlot Napa,16.33,24.99,750,24,391.92,24.0,599.76,49.98,2.7,358.03000000000003,207.83999999999997,34.65386154461784,1.0,1.530312308634415,0.0
9165,ULTRA BEVERAGE COMPANY LLP ,21113,Wicked Soft Chard,6.53,9.99,750,60,391.8,25.0,249.75,89.91,2.79,68054.7,-142.05,-56.87687687687688,0.4166666666666667,0.6374425727411944,228.55
1650,Circa Wines                ,26626,Maz Caz Rouge,10.88,15.99,750,36,391.68,36.0,575.64,31.98,4.050000000000001,211.97,183.95999999999998,31.95747342088805,1.0,1.4696691176470587,0.0
9552,M S WALKER INC             ,26010,Byron Pnt Nr Nielson Vyd SMV,21.76,31.99,750,18,391.68,18.0,575.8199999999999,319.9,2.0,55551.82,184.13999999999993,31.978743357299148,1.0,1.470128676470588,0.0
12331,STELLAR IMPORTING CO LLC   ,18166,Lyrarakis Assyrtiko,10.88,15.99,750,36,391.68,27.0,431.73,175.89000000000001,3.02,119.23,40.05000000000001,9.276631227850743,0.75,1.1022518382352942,97.92
9744,FREDERICK WILDMAN & SONS   ,24035,Lamberti Prosecco Extra Dry,2.33,3.49,187,168,391.44,160.0,558.4000000000001,132.62,4.5200000000000005,3999.93,166.9600000000001,29.899713467048723,0.9523809523809523,1.4265276926221135,18.64
516,BANFI PRODUCTS CORP        ,6941,Bolla Pinot Grigio,6.2,9.99,750,63,390.6,65.0,646.35,287.71,7.24,8510.41,255.75,39.568345323741006,1.0317460317460319,1.6547619047619047,-12.4
4425,MARTIGNETTI COMPANIES,755,Vincent Van Gogh Raspberry,21.7,27.99,750,18,390.59999999999997,14.0,391.86,251.91,11.04,144929.24,1.2600000000000477,0.3215434083601408,0.7777777777777778,1.003225806451613,86.8
516,BANFI PRODUCTS CORP        ,16708,Bolla Valpo Ripasso Cls Sup,7.23,10.99,750,54,390.42,54.0,683.46,49.96,6.07,8510.41,293.04,42.8759547010798,1.0,1.7505763024435224,0.0
3252,E & J GALLO WINERY         ,42348,Livingston Sangria Natural,4.82,6.99,1500,81,390.42,60.0,473.4,134.83,13.46,61966.91,82.97999999999996,17.528517110266154,0.7407407407407407,1.2125403411710465,101.22
3252,E & J GALLO WINERY         ,39998,Tisdale Shiraz Cal,2.71,3.99,750,144,390.24,131.0,522.69,75.81,14.73,61966.91,132.45000000000005,25.340067726568332,0.9097222222222222,1.3394065190651907,35.23
7749,R.P.IMPORTS INC            ,22263,Volker Eisele Family Est Cab,32.46,49.99,750,12,389.52,18.0,899.82,349.93,2.0100000000000002,91.5,510.30000000000007,56.71134226845369,1.5,2.31007393715342,-194.76
6785,PALM BAY INTERNATIONAL INC ,24566,Head to Head Red Toscana,6.49,9.99,750,60,389.4,41.0,409.59,69.93,4.6000000000000005,13605.41,20.189999999999998,4.929319563465905,0.6833333333333333,1.051848998459168,123.31
90010,VINEXTRA INC               ,46048,Wellington Cab Svgn Sonoma,12.16,17.99,750,32,389.12,29.0,521.7099999999999,143.92,3.25,524.94,132.58999999999992,25.41450230971228,0.90625,1.340743215460526,36.480000000000004
3252,E & J GALLO WINERY         ,18105,Ballatore Rose Moscato,5.33,7.99,750,73,389.09000000000003,41.0,327.59,79.9,4.58,61966.91,-61.50000000000006,-18.773466833541946,0.5616438356164384,0.8419388830347733,170.56
9552,M S WALKER INC             ,39581,Capostrano Montepulciano Abr,4.63,10.99,750,84,388.92,77.0,642.23,146.81,8.63,55551.82,253.31,39.44225588963455,0.9166666666666666,1.6513164661112825,32.41
3252,E & J GALLO WINERY         ,39995,Tisdale Cab Svgn Cal,2.7,3.99,750,144,388.79999999999995,144.0,574.5600000000001,79.80000000000001,16.18,61966.91,185.7600000000001,32.33082706766919,1.0,1.477777777777778,0.0
10754,PERFECTA WINES             ,13183,Alpataco Malbec,10.8,15.99,750,36,388.79999999999995,36.0,575.64,47.97,4.050000000000001,28720.52,186.84000000000003,32.45778611632271,1.0,1.4805555555555556,0.0
12546,JIM BEAM BRANDS COMPANY    ,872,DeKuyper Cherry Brandy,7.19,9.99,1000,54,388.26,52.0,519.48,349.65000000000003,54.6,123880.97,131.22000000000003,25.259875259875265,0.9629629629629629,1.3379694019471489,14.38
7153,PINE STATE TRADING CO      ,24063,Atelie Prosecco,10.78,16.49,750,36,388.08000000000004,4.0,65.96,65.96,0.44,15884.82,-322.12000000000006,-488.35657974530034,0.1111111111111111,0.16996495567924136,344.96
1587,VINEYARD BRANDS INC        ,18595,Delamotte Bl de Bl Champagne,32.25,49.99,750,12,387.0,23.0,1149.77,349.93,2.5700000000000003,6070.09,762.77,66.34109430581768,1.9166666666666667,2.970981912144703,-354.75
2876,CENTEUR IMPORTS LLC        ,23626,Apimed Old Slavic Mead Light,6.45,9.99,750,60,387.0,48.0,497.52,41.46,5.41,31.5,110.51999999999998,22.214182344428362,0.8,1.285581395348837,77.4
10754,PERFECTA WINES             ,17019,Riebeek Cellars Cab Svgn,6.45,9.99,750,60,387.0,64.0,663.36,81.92,7.19,28720.52,276.36,41.660636758321274,1.0666666666666667,1.714108527131783,-25.8
10754,PERFECTA WINES             ,21830,Buoncristiani Family Red OPC,32.25,49.99,750,12,387.0,23.0,1139.77,539.89,2.56,28720.52,752.77,66.04578116637568,1.9166666666666667,2.945142118863049,-354.75
10754,PERFECTA WINES             ,42402,Grayson Cellars Merlot Paso,6.45,11.99,750,60,387.0,60.0,671.4,45.96,6.75,28720.52,284.4,42.35924932975871,1.0,1.7348837209302326,0.0
2000,SOUTHERN WINE & SPIRITS NE ,25593,Virginia Dare Pnt Nr RRV,16.12,24.99,750,24,386.88,3.0,68.97,68.97,0.33,19016.59,-317.90999999999997,-460.9395389299695,0.125,0.17827233250620347,338.52000000000004
7153,PINE STATE TRADING CO      ,19914,Gum Drop Pink Moscato,4.66,6.99,750,83,386.78000000000003,92.0,643.08,503.28000000000003,10.15,15884.82,256.3,39.85507246376812,1.108433734939759,1.6626506024096386,-41.94
8892,TRINCHERO FAMILY ESTATES   ,15319,Angoves Nine Vines Moscato,7.89,11.99,750,49,386.61,33.0,395.67,83.93,3.7,11595.97,9.060000000000002,2.289786943665176,0.673469387755102,1.023434468844572,126.24
7153,PINE STATE TRADING CO      ,22744,Austerity Chard,9.2,13.99,750,42,386.40000000000003,19.0,265.81,83.94,2.14,15884.82,-120.59000000000003,-45.36699146006547,0.4523809523809524,0.6879140786749481,211.6
1392,CONSTELLATION BRANDS INC   ,6212,Taylor Red Port,3.22,4.99,750,120,386.4,93.0,464.07,159.68,10.4,79528.99,77.67000000000002,16.73669920486134,0.775,1.2010093167701863,86.94000000000001
10754,PERFECTA WINES             ,13181,Alpataco Pnt Nr,10.73,15.99,750,36,386.28,46.0,735.54,255.84,5.140000000000001,28720.52,349.26,47.48348152377845,1.2777777777777777,1.9041627834731283,-107.30000000000001
10754,PERFECTA WINES             ,22207,Star Insolia Chard,10.73,15.99,750,36,386.28,23.0,367.77,63.96,2.5900000000000003,28720.52,-18.50999999999999,-5.0330369524431005,0.6388888888888888,0.9520813917365641,139.49
3664,WILLIAM GRANT & SONS INC   ,2295,Balvenie 15 Yr Single Malt,64.28,89.99,750,6,385.68,10.0,899.9000000000001,179.98,7.869999999999999,30234.420000000002,514.22,57.141904656072896,1.6666666666666667,2.3332814768720183,-257.12
10754,PERFECTA WINES             ,5467,Homericon Mastiha,14.28,19.99,750,27,385.56000000000006,20.0,399.8,199.89999999999998,15.76,28720.52,14.239999999999952,3.5617808904452106,0.7407407407407407,1.0369332918352525,99.96
3252,E & J GALLO WINERY         ,20445,Barefoot Bubbly Tropical Fus,6.53,9.99,750,59,385.27,46.0,459.54,239.76,5.11,61966.91,74.27000000000004,16.161813987900953,0.7796610169491526,1.1927738988242014,84.89
10754,PERFECTA WINES             ,23780,La Chapelle Mission Haut Bri,55.03,81.99,750,7,385.21,27.0,2213.73,1393.83,3.0,28720.52,1828.52,82.59905227828145,3.857142857142857,5.74681342644272,-1100.6
2000,SOUTHERN WINE & SPIRITS NE ,23230,High Valley Svgn Bl 13 Lake,9.39,13.99,750,41,384.99,566.0,7918.34,4099.07,62.93,19016.59,7533.35,95.13799609514115,13.804878048780488,20.567651107820982,-4929.75
4425,MARTIGNETTI COMPANIES,13321,Collezione Monte d'Abruzzo,3.26,4.99,750,118,384.68,118.0,588.82,139.72,13.26,144929.24,204.14000000000004,34.669338677354716,1.0,1.530674846625767,0.0
3664,WILLIAM GRANT & SONS INC   ,4005,Flor De Cana Centenial 12 Yr,31.99,39.99,750,12,383.88,13.0,519.87,239.94,10.24,30234.420000000002,135.99,26.15846269259623,1.0833333333333333,1.354251328540169,-31.99
4425,MARTIGNETTI COMPANIES,23473,Auvigue Saint-Veran 13,10.66,17.49,750,36,383.76,7.0,122.42999999999999,69.96,0.77,144929.24,-261.33,-213.45258515069835,0.19444444444444445,0.3190275171982489,309.14
9819,TREASURY WINE ESTATES      ,19739,Sledgehammer Cab Svgn,7.99,11.99,750,48,383.52,20.0,239.8,95.92,2.23,14836.57,-143.71999999999997,-59.93327773144286,0.4166666666666667,0.6252607425949104,223.72
10754,PERFECTA WINES             ,38110,Canyon Oaks Wh Znfdl Cal,3.99,5.99,750,96,383.04,95.0,569.05,137.77,10.64,28720.52,186.00999999999993,32.68781302170283,0.9895833333333334,1.485615079365079,3.99
653,STATE WINE & SPIRITS   ,40560,McManis River Jct Chard Cal,7.09,12.99,750,54,382.86,54.0,617.46,56.95,6.08,8014.9800000000005,234.60000000000002,37.994364007385094,1.0,1.6127566212192446,0.0
1003,BRONCO WINE COMPANY        ,42437,Crane Lake Cab Svgn Cal,6.16,8.99,1500,62,381.92,47.0,422.53,179.8,10.52,10.53,40.60999999999996,9.611151870873066,0.7580645161290323,1.1063311688311688,92.4
1392,CONSTELLATION BRANDS INC   ,2024,Black Velvet Toasted Caramel,4.44,5.99,375,86,381.84000000000003,445.0,2665.55,1922.79,174.22,79528.99,2283.71,85.67500140683912,5.174418604651163,6.980803477896501,-1593.96
2242,DELICATO VINEYARDS INC     ,23167,Loft Chard,15.89,29.99,3000,24,381.36,17.0,347.83,289.85999999999996,7.65,7982.65,-33.53000000000003,-9.639766552626291,0.7083333333333334,0.9120778267254037,111.23
4425,MARTIGNETTI COMPANIES,14671,Riondo Prosecco,10.59,15.99,750,36,381.24,36.0,575.64,15.99,4.05,144929.24,194.39999999999998,33.771106941838646,1.0,1.5099150141643058,0.0
516,BANFI PRODUCTS CORP        ,7375,Riunite Lambrusco,3.97,5.99,750,96,381.12,91.0,545.09,179.70000000000002,10.15,8510.41,163.97000000000003,30.08127098277349,0.9479166666666666,1.430231947942905,19.85
2000,SOUTHERN WINE & SPIRITS NE ,26561,Zardetto Private Cuvee Glara,7.94,11.99,750,48,381.12,2.0,21.98,10.99,0.22,19016.59,-359.14,-1633.9399454049137,0.041666666666666664,0.05767212426532326,365.24
90024,VINILANDIA USA             ,24717,Merum Monastrell Jumilla,7.94,11.99,750,48,381.12,38.0,455.62,59.95,4.2700000000000005,2802.64,74.5,16.35134541942847,0.7916666666666666,1.1954764903442485,79.4
9552,M S WALKER INC             ,23990,Moncigale Rose Cd Provnce 14,8.66,12.99,750,44,381.03999999999996,173.0,2174.27,1305.95,19.19,55551.82,1793.23,82.47503759882628,3.9318181818181817,5.706146336342642,-1117.14
10754,PERFECTA WINES             ,18467,K Vintners Cab Svgn Stonerid,31.75,46.99,750,12,381.0,12.0,563.88,281.94,1.34,28720.52,182.88,32.432432432432435,1.0,1.48,0.0
17035,PERNOD RICARD USA          ,8618,Olmeca Altos Plata Blanco,17.31,25.99,1000,22,380.82,13.0,337.87,233.91,13.65,123780.22,-42.94999999999999,-12.711989818569268,0.5909090909090909,0.8872170579276298,155.79
9552,M S WALKER INC             ,23395,Pavilion St Pierre Cdu Rhone,6.45,9.99,750,59,380.55,903.0,9021.97,3397.1,100.87,55551.82,8641.42,95.78196336276889,15.305084745762711,23.707712521350675,-5443.8
2000,SOUTHERN WINE & SPIRITS NE ,23290,Ch Brane Cantenac Margaux 11,42.2,64.99,750,9,379.8,10.0,649.9,519.92,1.11,19016.59,270.09999999999997,41.560240036928754,1.1111111111111112,1.7111637704054765,-42.2
